fact_table_natural_key,accm_txn_complete_time
DR4578,5/9/2022 0:12
DR4580,5/9/2022 19:59
DR4581,5/9/2022 19:27
DR4582,5/9/2022 11:07
DR4583,5/9/2022 6:04
DR4584,5/9/2022 14:34
DR4585,5/9/2022 6:16
DR4587,5/9/2022 14:49
DR4589,5/9/2022 2:37
DR4590,5/9/2022 10:29
DR4591,5/9/2022 10:33
DR4592,5/9/2022 19:18
DR4593,5/9/2022 4:07
DR4594,5/9/2022 15:44
DR4595,5/9/2022 9:45
DR4597,5/9/2022 15:19
DR4598,5/9/2022 16:54
DR4599,5/9/2022 21:08
DR4600,5/9/2022 17:55
DR4601,5/9/2022 8:58
DR4604,5/9/2022 1:58
DR4605,5/9/2022 21:30
DR4606,5/9/2022 7:12
DR4607,5/9/2022 0:47
DR4608,5/9/2022 9:41
DR4609,5/9/2022 21:09
DR4610,5/9/2022 20:06
DR4611,5/9/2022 10:06
DR4612,5/9/2022 0:01
DR4613,5/9/2022 20:23
DR4614,5/9/2022 20:48
DR4615,5/9/2022 19:32
DR4616,5/9/2022 8:52
DR4617,5/9/2022 6:32
DR4618,5/9/2022 20:19
DR4619,5/9/2022 9:42
DR4620,5/9/2022 18:35
DR4621,5/9/2022 14:28
DR4622,5/9/2022 18:14
DR4624,5/9/2022 13:26
DR4625,5/9/2022 9:26
DR4626,5/9/2022 19:52
DR4627,5/9/2022 8:12
DR4628,5/9/2022 8:09
DR4629,5/9/2022 4:38
DR4630,5/9/2022 13:42
DR4631,5/9/2022 19:21
DR4633,5/9/2022 2:35
DR4636,5/9/2022 20:04
DR4637,5/9/2022 4:35
DR4638,5/9/2022 1:29
DR4639,5/9/2022 12:44
DR4640,5/9/2022 8:33
DR4641,5/9/2022 21:46
DR4642,5/9/2022 16:22
DR4644,5/9/2022 1:01
DR4645,5/9/2022 18:52
DR4646,5/9/2022 2:28
DR4648,5/9/2022 21:35
DR4649,5/9/2022 18:29
DR4650,5/9/2022 22:53
DR4651,5/9/2022 18:29
DR4652,5/9/2022 18:14
DR4653,5/9/2022 1:28
DR4655,5/9/2022 4:37
DR4656,5/9/2022 7:41
DR4657,5/9/2022 2:16
DR4658,5/9/2022 1:30
DR4659,5/9/2022 1:47
DR4660,5/9/2022 14:04
DR4661,5/9/2022 2:04
DR4662,5/9/2022 9:14
DR4663,5/9/2022 0:49
DR4664,5/9/2022 3:51
DR4665,5/9/2022 2:21
DR4666,5/9/2022 9:42
DR4667,5/9/2022 15:32
DR4668,5/9/2022 15:33
DR4669,5/9/2022 4:20
DR4670,5/9/2022 12:39
DR4671,5/9/2022 17:21
DR4672,5/9/2022 9:35
DR4673,5/9/2022 23:34
DR4674,5/9/2022 3:41
DR4675,5/9/2022 10:57
DR4676,5/9/2022 15:45
DR4677,5/9/2022 17:21
DR4679,5/9/2022 12:34
DR4680,5/9/2022 0:00
DR4681,5/9/2022 22:30
DR4682,5/9/2022 2:39
DR4683,5/9/2022 21:24
DR4684,5/9/2022 6:21
DR4685,5/9/2022 15:45
DR4686,5/9/2022 4:45
DR4687,5/9/2022 17:14
DR4688,5/9/2022 9:58
DR4690,5/9/2022 1:54
DR4691,5/9/2022 19:31
DR4692,5/9/2022 5:48
DR4693,5/9/2022 9:54
DR4694,5/9/2022 0:40
DR4695,5/9/2022 20:12
DR4696,5/9/2022 23:28
DR4697,5/9/2022 21:35
DR4698,5/9/2022 18:35
DR4699,5/9/2022 21:14
DR4700,5/9/2022 6:06
DR4701,5/9/2022 5:30
DR4703,5/9/2022 0:55
DR4704,5/9/2022 17:37
DR4705,5/9/2022 0:39
DR4707,5/9/2022 22:08
DR4709,5/9/2022 19:06
DR4710,5/9/2022 18:01
DR4711,5/9/2022 17:51
DR4712,5/9/2022 1:44
DR4713,5/9/2022 4:36
DR4714,5/9/2022 11:48
DR4715,5/9/2022 8:05
DR4716,5/9/2022 7:49
DR4718,5/9/2022 12:51
DR4719,5/9/2022 2:38
DR4720,5/9/2022 17:14
DR4721,5/9/2022 16:50
DR4722,5/9/2022 9:19
DR4723,5/9/2022 7:18
DR4724,5/9/2022 21:49
DR4725,5/9/2022 20:02
DR4726,5/9/2022 9:54
DR4727,5/9/2022 10:33
DR4728,5/9/2022 21:15
DR4730,5/9/2022 11:55
DR4731,5/9/2022 1:45
DR4732,5/9/2022 20:18
DR4733,5/9/2022 12:14
DR4734,5/9/2022 18:48
DR4735,5/9/2022 19:57
DR4736,5/9/2022 14:23
DR4737,5/9/2022 2:14
DR4738,5/9/2022 13:16
DR4739,5/9/2022 19:09
DR4741,5/9/2022 4:19
DR4742,5/9/2022 8:27
DR4743,5/9/2022 22:29
DR4744,5/9/2022 1:00
DR4745,5/9/2022 7:19
DR4746,5/9/2022 0:58
DR4747,5/9/2022 13:59
DR4748,5/9/2022 13:29
DR4749,5/9/2022 8:05
DR4750,5/9/2022 14:01
DR4751,5/9/2022 18:42
DR4752,5/9/2022 21:35
DR4753,5/9/2022 7:53
DR4754,5/9/2022 17:32
DR4755,5/9/2022 3:55
DR4756,5/9/2022 20:21
DR4757,5/9/2022 18:26
DR4758,5/9/2022 13:22
DR4759,5/9/2022 3:19
DR4760,5/9/2022 6:55
DR4761,5/9/2022 15:43
DR4762,5/9/2022 15:04
DR4763,5/9/2022 23:14
DR4764,5/9/2022 16:49
DR4765,5/9/2022 7:54
DR4766,5/9/2022 17:16
DR4767,5/9/2022 20:56
DR4768,5/9/2022 23:22
DR4769,5/9/2022 22:15
DR4770,5/9/2022 6:12
DR4771,5/9/2022 18:47
DR4772,5/9/2022 22:28
DR4773,5/9/2022 11:01
DR4775,5/9/2022 6:55
DR4776,5/9/2022 0:40
DR4778,5/9/2022 5:35
DR4779,5/9/2022 16:16
DR4780,5/9/2022 15:16
DR4782,5/9/2022 13:45
DR4783,5/9/2022 19:56
DR4784,5/9/2022 14:56
DR4785,5/9/2022 15:42
DR4786,5/9/2022 17:39
DR4787,5/9/2022 21:53
DR4790,5/9/2022 15:38
DR4791,5/9/2022 11:21
DR4792,5/9/2022 22:11
DR4793,5/9/2022 21:58
DR4795,5/9/2022 17:02
DR4797,5/9/2022 16:19
DR4798,5/9/2022 6:13
DR4799,5/9/2022 18:05
DR4800,5/9/2022 14:49
DR4801,5/9/2022 8:01
DR4802,5/9/2022 14:08
DR4803,5/9/2022 7:13
DR4804,5/9/2022 17:22
DR4805,5/9/2022 0:32
DR4806,5/9/2022 9:55
DR4807,5/9/2022 2:10
DR4808,5/9/2022 8:31
DR4809,5/9/2022 11:41
DR4810,5/9/2022 12:40
DR4811,5/9/2022 5:56
DR4812,5/9/2022 15:11
DR4814,5/9/2022 3:39
DR4815,5/9/2022 10:52
DR4817,5/9/2022 3:40
DR4818,5/9/2022 15:17
DR4819,5/9/2022 1:01
DR4820,5/9/2022 5:01
DR4821,5/9/2022 14:11
DR4822,5/9/2022 9:27
DR4823,5/9/2022 7:52
DR4824,5/9/2022 3:42
DR4825,5/9/2022 21:42
DR4826,5/9/2022 20:20
DR4827,5/9/2022 5:03
DR4828,5/9/2022 11:54
DR4829,5/9/2022 16:40
DR4830,5/9/2022 11:34
DR4831,5/9/2022 16:30
DR4832,5/9/2022 17:16
DR4833,5/9/2022 18:16
DR4834,5/9/2022 17:31
DR4835,5/9/2022 3:00
DR4836,5/9/2022 8:36
DR4837,5/9/2022 15:26
DR4838,5/9/2022 7:09
DR4839,5/9/2022 15:05
DR4841,5/9/2022 8:04
DR4842,5/9/2022 4:52
DR4843,5/9/2022 11:51
DR4844,5/9/2022 22:17
DR4846,5/9/2022 9:38
DR4847,5/9/2022 9:52
DR4848,5/9/2022 22:44
DR4849,5/9/2022 8:02
DR4850,5/9/2022 11:49
DR4851,5/9/2022 13:57
DR4852,5/9/2022 8:46
DR4853,5/9/2022 13:33
DR4854,5/9/2022 5:53
DR4855,5/9/2022 10:26
DR4856,5/9/2022 0:06
DR4857,5/9/2022 6:12
DR4858,5/9/2022 11:24
DR4859,5/9/2022 14:44
DR4860,5/9/2022 0:10
DR4861,5/9/2022 13:51
DR4862,5/9/2022 6:43
DR4865,5/9/2022 18:46
DR4866,5/9/2022 10:30
DR4867,5/9/2022 18:07
DR4868,5/9/2022 20:23
DR4869,5/9/2022 13:25
DR4870,5/9/2022 5:14
DR4871,5/9/2022 18:40
DR4872,5/9/2022 6:52
DR4873,5/9/2022 8:03
DR4874,5/9/2022 11:09
DR4875,5/9/2022 16:52
DR4876,5/9/2022 4:55
DR4877,5/9/2022 3:49
DR4878,5/9/2022 2:42
DR4879,5/9/2022 21:52
DR4880,5/9/2022 18:07
DR4881,5/9/2022 7:03
DR4883,5/9/2022 4:57
DR4884,5/9/2022 20:39
DR4885,5/9/2022 11:18
DR4887,5/9/2022 3:32
DR4888,5/9/2022 19:22
DR4889,5/9/2022 0:23
DR4890,5/9/2022 15:44
DR4891,5/9/2022 21:09
DR4892,5/9/2022 18:17
DR4893,5/9/2022 11:42
DR4894,5/9/2022 4:26
DR4895,5/9/2022 22:51
DR4896,5/9/2022 0:18
DR4897,5/9/2022 13:26
DR4898,5/9/2022 18:23
DR4899,5/9/2022 7:17
DR4900,5/9/2022 7:34
DR4901,5/9/2022 16:44
DR4902,5/9/2022 6:26
DR4903,5/9/2022 12:38
DR4904,5/9/2022 13:59
DR4906,5/9/2022 20:49
DR4907,5/9/2022 4:32
DR4908,5/9/2022 21:44
DR4909,5/9/2022 15:53
DR4910,5/9/2022 7:33
DR4912,5/9/2022 22:59
DR4913,5/9/2022 1:40
DR4914,5/9/2022 17:20
DR4915,5/9/2022 14:14
DR4916,5/9/2022 15:39
DR4917,5/9/2022 7:05
DR4918,5/9/2022 14:19
DR4920,5/9/2022 7:12
DR4921,5/9/2022 2:57
DR4922,5/9/2022 22:04
DR4923,5/9/2022 22:18
DR4924,5/9/2022 15:53
DR4925,5/9/2022 18:35
DR4926,5/9/2022 23:00
DR4927,5/9/2022 16:51
DR4928,5/9/2022 17:12
DR4929,5/9/2022 21:22
DR4931,5/9/2022 9:44
DR4932,5/9/2022 16:01
DR4933,5/9/2022 6:49
DR4934,5/9/2022 2:18
DR4935,5/9/2022 15:15
DR4936,5/9/2022 19:44
DR4937,5/9/2022 2:05
DR4938,5/9/2022 6:59
DR4940,5/9/2022 8:15
DR4941,5/9/2022 4:09
DR4942,5/9/2022 7:38
DR4944,5/9/2022 10:33
DR4945,5/9/2022 13:00
DR4946,5/9/2022 10:40
DR4948,5/9/2022 1:30
DR4949,5/9/2022 9:56
DR4950,5/9/2022 8:36
DR4951,5/9/2022 15:20
DR4952,5/9/2022 13:29
DR4953,5/9/2022 6:27
DR4954,5/9/2022 15:43
DR4955,5/9/2022 14:41
DR4956,5/9/2022 13:22
DR4957,5/9/2022 13:53
DR4958,5/9/2022 1:21
DR4959,5/9/2022 16:34
DR4960,5/9/2022 8:49
DR4961,5/9/2022 21:14
DR4962,5/9/2022 7:38
DR4963,5/9/2022 10:48
DR4964,5/9/2022 0:39
DR4965,5/9/2022 4:00
DR4966,5/9/2022 0:29
DR4967,5/9/2022 20:28
DR4968,5/9/2022 20:39
DR4969,5/9/2022 15:17
DR4971,5/9/2022 18:05
DR4972,5/9/2022 14:00
DR4973,5/9/2022 1:54
DR4974,5/9/2022 11:27
DR4975,5/9/2022 14:22
DR4976,5/9/2022 14:13
DR4977,5/9/2022 20:45
DR4978,5/9/2022 2:28
DR4979,5/9/2022 11:49
DR4980,5/9/2022 19:00
DR4981,5/9/2022 14:23
DR4982,5/9/2022 7:57
DR4983,5/9/2022 10:01
DR4984,5/9/2022 18:03
DR4987,5/9/2022 17:35
DR4988,5/9/2022 23:01
DR4989,5/9/2022 4:46
DR4991,5/9/2022 23:24
DR4992,5/9/2022 15:09
DR4993,5/9/2022 7:14
DR4994,5/9/2022 6:07
DR4995,5/9/2022 16:33
DR4996,5/9/2022 15:53
DR4997,5/9/2022 5:54
DR4998,5/9/2022 15:04
DR4999,5/9/2022 19:58
DR5000,5/9/2022 15:48
DR5001,5/9/2022 16:47
DR5002,5/9/2022 18:07
DR5003,5/9/2022 10:28
DR5004,5/9/2022 0:53
DR5005,5/9/2022 9:33
DR5006,5/9/2022 15:31
DR5007,5/9/2022 12:23
DR5008,5/9/2022 6:30
DR5009,5/9/2022 6:02
DR5010,5/9/2022 9:38
DR5011,5/9/2022 22:48
DR5012,5/9/2022 22:45
DR5013,5/9/2022 1:51
DR5014,5/9/2022 23:25
DR5015,5/9/2022 9:26
DR5016,5/9/2022 14:24
DR5017,5/9/2022 13:36
DR5018,5/9/2022 15:37
DR5019,5/9/2022 8:37
DR5020,5/9/2022 14:18
DR5022,5/9/2022 22:43
DR5023,5/9/2022 21:26
DR5025,5/9/2022 18:30
DR5026,5/9/2022 12:43
DR5027,5/9/2022 17:11
DR5029,5/9/2022 22:03
DR5030,5/9/2022 22:27
DR5032,5/9/2022 19:33
DR5033,5/9/2022 7:12
DR5034,5/9/2022 4:12
DR5035,5/9/2022 11:19
DR5036,5/9/2022 18:41
DR5037,5/9/2022 17:35
DR5038,5/9/2022 11:17
DR5039,5/9/2022 12:19
DR5040,5/9/2022 6:21
DR5041,5/9/2022 17:09
DR5042,5/9/2022 14:57
DR5043,5/9/2022 22:54
DR5044,5/9/2022 2:17
DR5045,5/9/2022 16:17
DR5046,5/9/2022 0:05
DR5047,5/9/2022 6:02
DR5048,5/9/2022 14:02
DR5049,5/9/2022 8:10
DR5050,5/9/2022 2:23
DR5052,5/9/2022 21:29
DR5053,5/9/2022 8:23
DR5054,5/9/2022 9:11
DR5055,5/9/2022 2:40
DR5056,5/9/2022 2:17
DR5059,5/9/2022 11:25
DR5060,5/9/2022 3:25
DR5061,5/9/2022 10:38
DR5062,5/9/2022 19:47
DR5063,5/9/2022 9:13
DR5064,5/9/2022 18:16
DR5065,5/9/2022 0:22
DR5066,5/9/2022 8:22
DR5067,5/9/2022 8:25
DR5068,5/9/2022 15:52
DR5069,5/9/2022 19:08
DR5070,5/9/2022 19:27
DR5071,5/9/2022 13:48
DR5072,5/9/2022 1:55
DR5073,5/9/2022 19:00
DR5074,5/9/2022 9:20
DR5075,5/9/2022 9:36
DR5076,5/9/2022 16:52
DR5078,5/9/2022 18:51
DR5079,5/9/2022 19:02
DR5080,5/9/2022 13:36
DR5082,5/9/2022 0:26
DR5083,5/9/2022 20:10
DR5084,5/9/2022 16:49
DR5085,5/9/2022 10:51
DR5086,5/9/2022 14:48
DR5087,5/9/2022 17:30
DR5088,5/9/2022 6:23
DR5089,5/9/2022 11:10
DR5090,5/9/2022 4:00
DR5091,5/9/2022 10:52
DR5093,5/9/2022 0:30
DR5094,5/9/2022 23:55
DR5096,5/9/2022 23:12
DR5097,5/9/2022 16:32
DR5098,5/9/2022 20:32
DR5099,5/9/2022 19:53
DR5100,5/9/2022 14:06
DR5102,5/9/2022 4:58
DR5103,5/9/2022 8:05
DR5106,5/9/2022 16:51
DR5107,5/9/2022 2:38
DR5108,5/9/2022 11:24
DR5109,5/9/2022 12:08
DR5110,5/9/2022 17:48
DR5111,5/9/2022 20:00
DR5112,5/9/2022 9:36
DR5113,5/9/2022 9:03
DR5114,5/9/2022 2:02
DR5115,5/9/2022 12:15
DR5116,5/9/2022 23:10
DR5117,5/9/2022 17:01
DR5119,5/9/2022 4:35
DR5120,5/9/2022 7:38
DR5121,5/9/2022 8:27
DR5122,5/9/2022 0:17
DR5123,5/9/2022 3:23
DR5124,5/9/2022 22:27
DR5125,5/9/2022 5:01
DR5126,5/9/2022 5:33
DR5127,5/9/2022 21:09
DR5128,5/9/2022 14:15
DR5129,5/9/2022 10:51
DR5130,5/9/2022 10:37
DR5131,5/9/2022 20:43
DR5132,5/9/2022 4:25
DR5133,5/9/2022 13:05
DR5134,5/9/2022 0:51
DR5135,5/9/2022 6:52
DR5136,5/9/2022 20:11
DR5137,5/9/2022 11:55
DR5138,5/9/2022 12:06
DR5139,5/9/2022 9:08
DR5140,5/9/2022 12:03
DR5142,5/9/2022 8:40
DR5143,5/9/2022 1:27
DR5144,5/9/2022 4:10
DR5145,5/9/2022 5:07
DR5146,5/9/2022 15:46
DR5147,5/9/2022 7:15
DR5148,5/9/2022 4:16
DR5150,5/9/2022 12:03
DR5151,5/9/2022 11:15
DR5152,5/9/2022 1:48
DR5153,5/9/2022 19:48
DR5154,5/9/2022 19:05
DR5155,5/9/2022 14:34
DR5157,5/9/2022 0:29
DR5158,5/9/2022 22:48
DR5159,5/9/2022 15:38
DR5160,5/9/2022 1:14
DR5161,5/9/2022 13:08
DR5162,5/9/2022 17:27
DR5163,5/9/2022 22:31
DR5164,5/9/2022 12:29
DR5165,5/9/2022 17:09
DR5166,5/9/2022 0:24
DR5167,5/9/2022 15:53
DR5168,5/9/2022 5:24
DR5169,5/9/2022 23:24
DR5170,5/9/2022 1:20
DR5171,5/9/2022 23:10
DR5172,5/9/2022 1:35
DR5173,5/9/2022 17:45
DR5174,5/9/2022 7:49
DR5175,5/9/2022 13:02
DR5176,5/9/2022 9:10
DR5177,5/9/2022 0:03
DR5178,5/9/2022 21:44
DR5179,5/9/2022 17:13
DR5180,5/9/2022 14:24
DR5181,5/9/2022 17:46
DR5182,5/9/2022 6:37
DR5183,5/9/2022 3:39
DR5184,5/9/2022 10:42
DR5185,5/9/2022 23:36
DR5186,5/9/2022 11:17
DR5187,5/9/2022 6:33
DR5188,5/9/2022 4:22
DR5189,5/9/2022 3:48
DR5190,5/9/2022 3:45
DR5191,5/9/2022 2:48
DR5192,5/9/2022 8:04
DR5193,5/9/2022 20:33
DR5194,5/9/2022 7:24
DR5195,5/9/2022 6:01
DR5196,5/9/2022 1:12
DR5197,5/9/2022 4:14
DR5198,5/9/2022 3:20
DR5199,5/9/2022 20:22
DR5200,5/9/2022 1:50
DR5201,5/9/2022 22:19
DR5202,5/9/2022 15:08
DR5203,5/9/2022 9:34
DR5204,5/9/2022 22:45
DR5205,5/9/2022 15:00
DR5206,5/9/2022 5:20
DR5208,5/9/2022 19:41
DR5209,5/9/2022 12:56
DR5210,5/9/2022 13:10
DR5212,5/9/2022 0:36
DR5214,5/9/2022 10:54
DR5215,5/9/2022 7:08
DR5216,5/9/2022 15:46
DR5217,5/9/2022 13:50
DR5218,5/9/2022 11:00
DR5219,5/9/2022 0:47
DR5220,5/9/2022 5:19
DR5221,5/9/2022 21:58
DR5222,5/9/2022 22:03
DR5223,5/9/2022 9:27
DR5224,5/9/2022 21:06
DR5226,5/9/2022 18:46
DR5227,5/9/2022 5:22
DR5228,5/9/2022 7:21
DR5229,5/9/2022 8:38
DR5230,5/9/2022 0:14
DR5231,5/9/2022 6:58
DR5232,5/9/2022 21:35
DR5233,5/9/2022 2:05
DR5234,5/9/2022 14:46
DR5235,5/9/2022 0:22
DR5238,5/9/2022 19:12
DR5239,5/9/2022 22:48
DR5241,5/9/2022 21:32
DR5242,5/9/2022 15:32
DR5243,5/9/2022 10:19
DR5245,5/9/2022 8:26
DR5248,5/9/2022 16:05
DR5249,5/9/2022 0:07
DR5250,5/9/2022 8:24
DR5252,5/9/2022 10:34
DR5253,5/9/2022 2:59
DR5254,5/9/2022 1:28
DR5255,5/9/2022 19:23
DR5256,5/9/2022 6:01
DR5257,5/9/2022 15:54
DR5258,5/9/2022 7:15
DR5259,5/9/2022 3:14
DR5261,5/9/2022 11:24
DR5263,5/9/2022 16:50
DR5264,5/9/2022 1:13
DR5265,5/9/2022 22:30
DR5267,5/9/2022 15:08
DR5269,5/9/2022 22:51
DR5272,5/9/2022 0:07
DR5274,5/9/2022 17:08
DR5275,5/9/2022 18:51
DR5276,5/9/2022 5:48
DR5277,5/9/2022 10:29
DR5278,5/9/2022 13:33
DR5279,5/9/2022 23:05
DR5280,5/9/2022 20:36
DR5282,5/9/2022 9:16
DR5283,5/9/2022 11:49
DR5284,5/9/2022 3:44
DR5285,5/9/2022 9:57
DR5286,5/9/2022 21:02
DR5287,5/9/2022 19:18
DR5288,5/9/2022 7:24
DR5289,5/9/2022 16:30
DR5290,5/9/2022 17:28
DR5291,5/9/2022 14:02
DR5292,5/9/2022 10:28
DR5294,5/9/2022 17:07
DR5295,5/9/2022 17:05
DR5297,5/9/2022 19:02
DR5298,5/9/2022 9:26
DR5300,5/9/2022 19:08
DR5301,5/9/2022 14:06
DR5303,5/9/2022 14:19
DR5304,5/9/2022 9:33
DR5305,5/9/2022 20:01
DR5306,5/9/2022 4:23
DR5307,5/9/2022 4:17
DR5308,5/9/2022 15:16
DR5309,5/9/2022 20:51
DR5312,5/9/2022 10:21
DR5313,5/9/2022 8:18
DR5314,5/9/2022 3:58
DR5315,5/9/2022 23:38
DR5317,5/9/2022 4:09
DR5319,5/9/2022 9:12
DR5320,5/9/2022 19:05
DR5321,5/9/2022 2:24
DR5323,5/9/2022 13:11
DR5324,5/9/2022 23:29
DR5326,5/9/2022 7:47
DR5327,5/9/2022 2:25
DR5328,5/9/2022 5:24
DR5329,5/9/2022 5:35
DR5330,5/9/2022 6:18
DR5331,5/9/2022 18:17
DR5332,5/9/2022 8:28
DR5333,5/9/2022 4:59
DR5334,5/9/2022 5:36
DR5336,5/9/2022 6:13
DR5339,5/9/2022 23:37
DR5340,5/9/2022 23:28
DR5341,5/9/2022 13:28
DR5342,5/9/2022 17:57
DR5343,5/9/2022 22:25
DR5344,5/9/2022 4:35
DR5345,5/9/2022 5:10
DR5346,5/9/2022 12:16
DR5347,5/9/2022 3:49
DR5348,5/9/2022 6:23
DR5349,5/9/2022 23:46
DR5350,5/9/2022 0:09
DR5351,5/9/2022 20:46
DR5352,5/9/2022 4:06
DR5353,5/9/2022 8:46
DR5354,5/9/2022 3:48
DR5356,5/9/2022 11:11
DR5357,5/9/2022 5:27
DR5358,5/9/2022 2:13
DR5359,5/9/2022 0:46
DR5360,5/9/2022 6:01
DR5361,5/9/2022 20:21
DR5362,5/9/2022 1:23
DR5363,5/9/2022 12:53
DR5364,5/9/2022 21:16
DR5365,5/9/2022 10:07
DR5366,5/9/2022 2:46
DR5367,5/9/2022 9:02
DR5368,5/9/2022 12:06
DR5369,5/9/2022 1:23
DR5370,5/9/2022 6:00
DR5372,5/9/2022 23:46
DR5373,5/9/2022 18:57
DR5374,5/9/2022 13:04
DR5375,5/9/2022 15:25
DR5376,5/9/2022 7:09
DR5377,5/9/2022 21:32
DR5378,5/9/2022 9:26
DR5379,5/9/2022 19:36
DR5380,5/9/2022 0:38
DR5381,5/9/2022 16:38
DR5382,5/9/2022 20:46
DR5384,5/9/2022 13:01
DR5385,5/9/2022 22:11
DR5386,5/9/2022 4:24
DR5387,5/9/2022 14:35
DR5388,5/9/2022 3:50
DR5390,5/9/2022 18:41
DR5391,5/9/2022 21:01
DR5392,5/9/2022 11:36
DR5393,5/9/2022 0:21
DR5394,5/9/2022 19:27
DR5395,5/9/2022 16:56
DR5396,5/9/2022 8:49
DR5397,5/9/2022 11:57
DR5398,5/9/2022 0:07
DR5400,5/9/2022 20:56
DR5401,5/9/2022 20:50
DR5402,5/9/2022 20:31
DR5403,5/9/2022 13:48
DR5404,5/9/2022 10:02
DR5405,5/9/2022 16:15
DR5406,5/9/2022 3:12
DR5407,5/9/2022 7:52
DR5408,5/9/2022 14:11
DR5409,5/9/2022 13:24
DR5410,5/9/2022 3:34
DR5411,5/9/2022 9:34
DR5412,5/9/2022 17:23
DR5413,5/9/2022 21:53
DR5414,5/9/2022 23:09
DR5415,5/9/2022 22:28
DR5416,5/9/2022 3:38
DR5417,5/9/2022 10:05
DR5418,5/9/2022 2:29
DR5419,5/9/2022 0:58
DR5420,5/9/2022 23:05
DR5421,5/9/2022 0:47
DR5423,5/9/2022 1:48
DR5424,5/9/2022 3:37
DR5425,5/9/2022 17:15
DR5426,5/9/2022 22:01
DR5427,5/9/2022 9:13
DR5428,5/9/2022 1:02
DR5429,5/9/2022 14:42
DR5430,5/9/2022 18:45
DR5431,5/9/2022 8:53
DR5432,5/9/2022 14:06
DR5434,5/9/2022 14:13
DR5435,5/9/2022 1:05
DR5436,5/9/2022 2:05
DR5437,5/9/2022 17:04
DR5438,5/9/2022 7:30
DR5440,5/9/2022 12:00
DR5441,5/9/2022 23:30
DR5442,5/9/2022 18:19
DR5443,5/9/2022 4:17
DR5444,5/9/2022 13:18
DR5445,5/9/2022 18:45
DR5446,5/9/2022 14:30
DR5447,5/9/2022 2:46
DR5448,5/9/2022 18:15
DR5449,5/9/2022 1:46
DR5451,5/9/2022 1:27
DR5452,5/9/2022 2:16
DR5453,5/9/2022 7:13
DR5454,5/9/2022 9:54
DR5455,5/9/2022 9:07
DR5456,5/9/2022 4:36
DR5457,5/9/2022 1:17
DR5458,5/9/2022 13:28
DR5459,5/9/2022 23:36
DR5460,5/9/2022 14:01
DR5461,5/9/2022 9:46
DR5462,5/9/2022 19:04
DR5463,5/9/2022 20:39
DR5464,5/9/2022 0:24
DR5465,5/9/2022 12:37
DR5466,5/9/2022 13:31
DR5468,5/9/2022 4:58
DR5469,5/9/2022 16:36
DR5470,5/9/2022 22:54
DR5471,5/9/2022 5:15
DR5472,5/9/2022 15:19
DR5473,5/9/2022 5:42
DR5475,5/9/2022 10:35
DR5476,5/9/2022 16:35
DR5477,5/9/2022 16:43
DR5478,5/9/2022 22:34
DR5479,5/9/2022 21:15
DR5480,5/9/2022 3:53
DR5481,5/9/2022 3:27
DR5482,5/9/2022 5:57
DR5483,5/9/2022 21:36
DR5484,5/9/2022 22:25
DR5486,5/9/2022 7:59
DR5487,5/9/2022 22:40
DR5488,5/9/2022 22:07
DR5489,5/9/2022 14:08
DR5490,5/9/2022 11:14
DR5491,5/9/2022 9:09
DR5492,5/9/2022 19:51
DR5493,5/9/2022 21:44
DR5494,5/9/2022 10:14
DR5495,5/9/2022 2:33
DR5496,5/9/2022 7:13
DR5497,5/9/2022 19:52
DR5498,5/9/2022 3:45
DR5499,5/9/2022 1:29
DR5500,5/9/2022 22:38
DR5501,5/9/2022 14:49
DR5502,5/9/2022 22:54
DR5503,5/9/2022 23:49
DR5505,5/9/2022 3:59
DR5506,5/9/2022 18:22
DR5509,5/9/2022 0:42
DR5510,5/9/2022 23:48
DR5511,5/9/2022 0:46
DR5512,5/9/2022 11:28
DR5514,5/9/2022 19:36
DR5515,5/9/2022 20:59
DR5516,5/9/2022 3:53
DR5517,5/9/2022 5:34
DR5519,5/9/2022 16:29
DR5520,5/9/2022 13:00
DR5521,5/9/2022 14:02
DR5522,5/9/2022 2:39
DR5523,5/9/2022 19:36
DR5524,5/9/2022 21:28
DR5525,5/9/2022 17:26
DR5526,5/9/2022 18:25
DR5527,5/9/2022 19:00
DR5528,5/9/2022 19:03
DR5530,5/9/2022 21:44
DR5531,5/9/2022 2:14
DR5532,5/9/2022 18:44
DR5533,5/9/2022 10:50
DR5534,5/9/2022 5:05
DR5535,5/9/2022 5:29
DR5536,5/9/2022 21:09
DR5537,5/9/2022 21:20
DR5538,5/9/2022 15:03
DR5539,5/9/2022 14:11
DR5540,5/9/2022 19:07
DR5542,5/9/2022 13:09
DR5544,5/9/2022 22:57
DR5545,5/9/2022 11:37
DR5546,5/9/2022 7:59
DR5547,5/9/2022 21:16
DR5548,5/9/2022 6:32
DR5549,5/9/2022 4:21
DR5550,5/9/2022 15:47
DR5551,5/9/2022 23:52
DR5552,5/9/2022 8:36
DR5553,5/9/2022 10:43
DR5554,5/9/2022 5:21
DR5555,5/9/2022 11:43
DR5556,5/9/2022 22:38
DR5557,5/9/2022 0:55
DR5558,5/9/2022 0:54
DR5559,5/9/2022 17:03
DR5560,5/9/2022 2:06
DR5561,5/9/2022 12:04
DR5562,5/9/2022 22:00
DR5563,5/9/2022 4:24
DR5565,5/9/2022 14:53
DR5566,5/9/2022 9:18
DR5567,5/9/2022 4:04
DR5568,5/9/2022 18:19
