DraftID	CollegeID	PlayerID	Draft_Date	Draft_Price	Goals_Scored	Average_Score
DR4878	COLL402	PL5760	3/26/2019	50000	64	5.33
DR4879	COLL403	PL5761	3/29/2020	80000	86	7.17
DR4880	COLL404	PL5764	2/16/2017	10500	51	4.25
DR4881	COLL405	PL5765	11/30/2017	40000	41	3.42
DR4883	COLL407	PL5766	7/23/2019	30000	62	5.17
DR4884	COLL408	PL5767	1/13/2021	60000	86	7.17
DR4885	COLL409	PL5769	8/3/2020	80000	85	7.08
DR4887	COLL410	PL5770	1/26/2021	60000	32	2.67
DR4888	COLL411	PL5771	8/5/2017	80000	36	3.00
DR4889	COLL415	PL5773	4/16/2017	80000	73	6.08
DR4890	COLL416	PL5774	10/27/2018	45000	26	2.17
DR4891	COLL417	PL5776	7/23/2019	30000	75	6.25
DR4892	COLL418	PL5777	12/12/2018	70000	39	3.25
DR4893	COLL419	PL5778	2/14/2019	30000	79	6.58
DR4894	COLL422	PL5779	9/27/2019	60000	41	3.42
DR4895	COLL423	PL5780	3/15/2019	80000	23	1.92
DR4896	COLL424	PL5781	10/10/2017	45000	34	2.83
DR4897	COLL425	PL5783	7/18/2019	50000	86	7.17
DR4898	COLL426	PL5784	5/14/2018	90000	90	7.50
DR4899	COLL427	PL5785	1/22/2020	50000	27	2.25
DR4900	COLL428	PL5786	5/12/2017	35000	56	4.67
DR4901	COLL429	PL5788	10/22/2017	45000	53	4.42
DR4902	COLL430	PL5789	10/20/2017	70000	21	1.75
DR4903	COLL431	PL5790	5/8/2018	10000	57	4.75
DR4904	COLL432	PL5792	10/8/2018	80000	63	5.25
DR4906	COLL434	PL5794	1/11/2018	25000	84	7.00
DR4907	COLL435	PL5795	11/21/2019	80000	84	7.00
DR4908	COLL436	PL5796	12/23/2020	35000	27	2.25
DR4909	COLL437	PL5797	1/28/2020	100000	75	6.25
DR4910	COLL438	PL5798	7/25/2019	80000	87	7.25
DR4912	COLL439	PL5799	1/4/2021	30000	73	6.08
DR4913	COLL440	PL5800	3/1/2020	40000	25	2.08
DR4914	COLL441	PL5801	6/29/2019	80000	78	6.50
DR4915	COLL442	PL5802	3/5/2018	10000	51	4.25
DR4916	COLL443	PL5804	4/4/2018	50000	72	6.00
DR4917	COLL444	PL5805	12/10/2020	40000	23	1.92
DR4918	COLL445	PL5807	10/12/2019	50000	80	6.67
DR4920	COLL446	PL5808	9/1/2020	30000	27	2.25
DR4921	COLL448	PL5809	1/4/2017	45000	76	6.33
DR4922	COLL449	PL5811	5/3/2020	40000	49	4.08
DR4923	COLL450	PL5812	6/2/2020	40000	54	4.50
DR4924	COLL451	PL5814	9/25/2019	70000	90	7.50
DR4925	COLL452	PL5815	4/6/2017	40000	30	2.50
DR4926	COLL453	PL5816	5/22/2018	60000	35	2.92
DR4927	COLL454	PL5817	11/23/2018	35000	22	1.83
DR4928	COLL455	PL5818	11/5/2020	20000	65	5.42
DR4929	COLL456	PL5819	7/4/2018	90000	58	4.83
DR4931	COLL457	PL5820	4/4/2018	40000	29	2.42
DR4932	COLL458	PL5821	6/14/2018	20000	32	2.67
DR4933	COLL459	PL5822	2/23/2020	40000	22	1.83
DR4934	COLL460	PL5823	7/30/2017	25000	24	2.00
DR4935	COLL461	PL5824	4/16/2017	40000	88	7.33
DR4936	COLL462	PL5825	1/28/2018	100000	37	3.08
DR4937	COLL463	PL5826	9/30/2019	35000	60	5.00
DR4938	COLL464	PL5827	5/17/2019	80000	71	5.92
DR4940	COLL465	PL5829	8/31/2018	20000	78	6.50
DR4941	COLL466	PL5830	1/10/2021	30000	23	1.92
DR4942	COLL467	PL5831	7/4/2020	45000	47	3.92
DR4944	COLL468	PL5832	12/21/2018	35000	20	1.67
DR4945	COLL469	PL5834	4/12/2018	35000	26	2.17
DR4946	COLL470	PL5835	3/11/2019	60000	37	3.08
DR4948	COLL471	PL5836	10/11/2019	80000	20	1.67
DR4949	COLL472	PL5837	3/24/2020	25000	28	2.33
DR4950	COLL473	PL5838	2/19/2020	10500	61	5.08
DR4951	COLL474	PL5840	6/11/2017	10500	76	6.33
DR4952	COLL476	PL5841	3/12/2020	45000	56	4.67
DR4953	COLL477	PL5842	5/14/2018	25000	38	3.17
DR4954	COLL478	PL5843	2/23/2018	25000	31	2.58
DR4955	COLL479	PL5844	2/9/2020	45000	80	6.67
DR4956	COLL481	PL5845	5/17/2020	90000	24	2.00
DR4957	COLL482	PL5846	7/9/2018	45000	86	7.17
DR4958	COLL483	PL5848	1/27/2020	50000	54	4.50
DR4959	COLL484	PL5849	3/3/2021	35000	89	7.42
DR4960	COLL485	PL5851	3/11/2017	100000	61	5.08
DR4961	COLL486	PL5852	3/17/2021	40000	26	2.17
DR4962	COLL487	PL5853	7/15/2019	10500	43	3.58
DR4963	COLL488	PL5854	9/16/2018	10500	90	7.50
DR4964	COLL489	PL5855	2/7/2017	90000	82	6.83
DR4965	COLL490	PL5856	10/18/2019	50000	74	6.17
DR4966	COLL491	PL5857	4/17/2017	10500	79	6.58
DR4967	COLL492	PL5858	3/7/2021	35000	78	6.50
DR4968	COLL493	PL5859	9/6/2017	100000	70	5.83
DR4969	COLL494	PL5860	1/1/2019	80000	57	4.75
DR4971	COLL495	PL5861	3/27/2017	20000	49	4.08
DR4972	COLL496	PL5862	4/16/2018	50000	33	2.75
DR4973	COLL497	PL5863	7/11/2019	45000	39	3.25
DR4974	COLL498	PL5864	2/22/2017	100000	24	2.00
DR4975	COLL499	PL5865	3/23/2018	10500	56	4.67
DR4976	COLL500	PL5866	1/7/2021	25000	20	1.67
DR4977	COLL501	PL5867	9/24/2019	100000	73	6.08
DR4978	COLL502	PL5868	3/17/2018	40000	87	7.25
DR4979	COLL503	PL5869	10/4/2019	10500	29	2.42
DR4980	COLL504	PL5871	11/5/2019	70000	83	6.92
DR4981	COLL505	PL5872	2/18/2021	50000	44	3.67
DR4982	COLL506	PL5873	6/12/2019	90000	74	6.17
DR4983	COLL507	PL5875	3/17/2018	60000	32	2.67
DR4984	COLL509	PL5876	4/21/2019	20000	65	5.42
DR4987	COLL510	PL5877	8/24/2019	35000	32	2.67
DR4988	COLL511	PL5879	12/19/2018	80000	47	3.92
DR4989	COLL512	PL5880	8/9/2020	20000	35	2.92
DR4991	COLL513	PL5883	2/11/2017	20000	66	5.50
DR4992	COLL514	PL5884	8/15/2020	80000	89	7.42
DR4993	COLL515	PL5886	6/20/2019	50000	53	4.42
DR4994	COLL518	PL5887	3/27/2018	35000	66	5.50
DR4995	COLL519	PL5888	8/8/2020	100000	39	3.25
DR4996	COLL520	PL5889	11/8/2018	50000	79	6.58
DR4997	COLL521	PL5890	1/12/2021	10000	66	5.50
DR4998	COLL522	PL5891	12/6/2019	20000	46	3.83
DR4999	COLL523	PL5892	9/20/2019	20000	76	6.33
DR5000	COLL524	PL5893	12/23/2019	40000	81	6.75
DR5001	COLL525	PL5894	8/17/2018	60000	71	5.92
DR5002	COLL526	PL5895	2/11/2021	35000	22	1.83
DR5003	COLL527	PL5896	6/1/2017	10500	60	5.00
DR5004	COLL528	PL5898	7/4/2020	50000	41	3.42
DR5005	COLL529	PL5900	10/30/2019	80000	52	4.33
DR5006	COLL530	PL5901	1/25/2018	35000	34	2.83
DR5007	COLL531	PL5902	9/27/2018	50000	79	6.58
DR5008	COLL532	PL5903	4/23/2019	10000	83	6.92
DR5009	COLL533	PL5904	8/27/2017	40000	90	7.50
DR5010	COLL534	PL5905	6/15/2018	80000	85	7.08
DR5011	COLL535	PL5906	11/7/2018	45000	88	7.33
DR5012	COLL536	PL5908	9/25/2018	60000	89	7.42
DR5013	COLL537	PL5909	11/19/2020	100000	49	4.08
DR5014	COLL538	PL5910	8/8/2020	10500	52	4.33
DR5015	COLL539	PL5913	10/17/2018	60000	58	4.83
DR5016	COLL540	PL5916	3/27/2019	20000	61	5.08
DR5017	COLL541	PL5917	6/24/2018	20000	29	2.42
DR5018	COLL542	PL5918	8/13/2020	45000	90	7.50
DR5019	COLL543	PL5919	11/29/2017	30000	23	1.92
DR5020	COLL544	PL5920	4/11/2018	25000	47	3.92
DR5022	COLL545	PL5921	7/24/2019	50000	53	4.42
DR5023	COLL546	PL5922	11/17/2018	50000	44	3.67
DR5025	COLL547	PL5923	8/24/2018	90000	22	1.83
DR5026	COLL549	PL5924	10/17/2020	60000	60	5.00
DR5027	COLL550	PL5926	12/2/2019	10000	54	4.50
DR5029	COLL551	PL5927	2/20/2019	10000	45	3.75
DR5030	COLL552	PL5928	12/13/2018	70000	71	5.92
DR5032	COLL553	PL5929	4/16/2018	90000	82	6.83
DR5033	COLL554	PL5930	10/29/2018	60000	47	3.92
DR5034	COLL555	PL5931	4/25/2020	100000	63	5.25
DR5035	COLL557	PL5932	2/7/2020	60000	80	6.67
DR5036	COLL559	PL5933	3/15/2021	35000	43	3.58
DR5037	COLL560	PL5934	7/19/2018	30000	77	6.42
DR5038	COLL561	PL5935	3/13/2020	10500	43	3.58
DR5039	COLL562	PL5936	8/31/2019	10000	47	3.92
DR5040	COLL564	PL5937	2/3/2017	40000	24	2.00
DR5041	COLL566	PL5938	2/25/2021	10500	24	2.00
DR5042	COLL568	PL5939	12/29/2020	10500	85	7.08
DR5043	COLL569	PL5940	5/7/2018	10500	77	6.42
DR5044	COLL570	PL5941	9/6/2017	100000	23	1.92
DR5045	COLL571	PL5942	12/24/2017	35000	29	2.42
DR5046	COLL572	PL5945	7/11/2017	10000	66	5.50
DR5047	COLL573	PL5946	5/20/2019	40000	82	6.83
DR5048	COLL574	PL5947	12/23/2019	45000	32	2.67
DR5049	COLL575	PL5948	12/2/2017	35000	26	2.17
DR5050	COLL576	PL5949	4/8/2019	40000	51	4.25
DR5052	COLL577	PL5950	2/7/2021	50000	59	4.92
DR5053	COLL579	PL5951	1/16/2017	40000	74	6.17
DR5054	COLL580	PL5952	9/24/2017	60000	59	4.92
DR5055	COLL581	PL5953	4/11/2019	90000	77	6.42
DR5056	COLL582	PL5955	11/7/2019	80000	54	4.50
DR5059	COLL583	PL5957	11/4/2018	30000	45	3.75
DR5060	COLL584	PL5959	3/16/2017	25000	25	2.08
DR5061	COLL585	PL5960	2/17/2020	80000	54	4.50
DR5062	COLL587	PL5961	12/2/2018	70000	79	6.58
DR5063	COLL589	PL5962	2/11/2020	10000	20	1.67
DR5064	COLL590	PL5963	2/1/2017	25000	44	3.67
DR5065	COLL591	PL5964	1/10/2021	35000	83	6.92
DR5066	COLL592	PL5965	2/17/2021	50000	37	3.08
DR5067	COLL593	PL5966	1/13/2017	40000	75	6.25
DR5068	COLL594	PL5967	12/16/2017	80000	30	2.50
DR5069	COLL595	PL5969	10/23/2017	10500	61	5.08
DR5070	COLL596	PL5970	8/11/2017	80000	38	3.17
DR5071	COLL597	PL5971	6/25/2019	30000	60	5.00
DR5072	COLL599	PL5972	9/18/2019	100000	37	3.08
DR5073	COLL600	PL5973	4/20/2019	60000	81	6.75
DR5074	COLL10	PL5974	7/24/2018	10000	37	3.08
DR5075	COLL11	PL5975	12/24/2019	25000	31	2.58
DR5076	COLL12	PL5976	8/25/2017	20000	70	5.83
DR5078	COLL13	PL5978	1/19/2019	25000	78	6.50
DR5079	COLL14	PL5980	12/17/2020	100000	41	3.42
DR5080	COLL15	PL5983	2/23/2021	100000	45	3.75
DR5082	COLL16	PL5984	4/1/2017	45000	44	3.67
DR5083	COLL18	PL5985	1/22/2020	25000	47	3.92
DR5084	COLL19	PL5986	3/20/2021	70000	38	3.17
DR5085	COLL20	PL5987	8/13/2019	50000	76	6.33
DR5086	COLL21	PL5988	9/6/2020	35000	42	3.50
DR5087	COLL22	PL5989	6/23/2019	45000	29	2.42
DR5088	COLL23	PL5991	12/18/2020	40000	24	2.00
DR5089	COLL24	PL5992	4/26/2019	10500	58	4.83
DR5090	COLL26	PL5993	5/28/2020	60000	20	1.67
DR5091	COLL27	PL5995	11/5/2017	100000	69	5.75
DR5093	COLL28	PL5997	4/9/2018	35000	47	3.92
DR5094	COLL29	PL5998	11/18/2020	40000	87	7.25
DR5096	COLL30	PL6000	1/24/2018	10500	42	3.50
DR5097	COLL31	PL6001	5/22/2020	20000	72	6.00
DR5098	COLL32	PL6002	1/15/2017	45000	58	4.83
DR5099	COLL33	PL6003	1/20/2020	40000	22	1.83
DR5100	COLL34	PL6004	9/13/2020	100000	21	1.75
DR5102	COLL35	PL6005	4/7/2020	90000	37	3.08
DR5103	COLL36	PL6006	2/7/2017	35000	63	5.25
DR5106	COLL37	PL6007	7/17/2017	10000	81	6.75
DR5107	COLL38	PL6008	10/28/2019	10500	71	5.92
DR5108	COLL39	PL6009	6/4/2019	40000	22	1.83
DR5109	COLL40	PL6011	1/18/2020	100000	47	3.92
DR5110	COLL41	PL6012	9/8/2020	30000	40	3.33
DR5111	COLL42	PL6013	8/6/2017	10000	59	4.92
DR5112	COLL43	PL6014	6/6/2020	25000	27	2.25
DR5113	COLL44	PL6015	8/27/2019	25000	80	6.67
DR5114	COLL45	PL6016	1/22/2021	50000	29	2.42
DR5115	COLL46	PL6017	2/12/2019	100000	39	3.25
DR5116	COLL47	PL6018	1/3/2018	70000	61	5.08
DR5117	COLL48	PL6019	10/21/2019	100000	56	4.67
DR5119	COLL49	PL6020	10/9/2017	30000	73	6.08
DR5120	COLL50	PL6021	1/27/2017	60000	76	6.33
DR5121	COLL51	PL6022	4/13/2017	70000	84	7.00
DR5122	COLL53	PL6023	10/10/2020	50000	40	3.33
DR5123	COLL54	PL6024	12/29/2017	50000	82	6.83
DR5124	COLL55	PL6025	2/15/2018	60000	61	5.08
DR5125	COLL56	PL6027	8/16/2018	10500	73	6.08
DR5126	COLL58	PL6028	9/3/2017	25000	43	3.58
DR5127	COLL60	PL6029	5/16/2020	10000	59	4.92
DR5128	COLL61	PL6030	7/8/2017	10500	84	7.00
DR5129	COLL62	PL6032	11/3/2020	20000	75	6.25
DR5130	COLL63	PL6033	12/5/2018	70000	42	3.50
DR5131	COLL64	PL6035	7/10/2019	10500	44	3.67
DR5132	COLL65	PL6036	11/25/2018	45000	69	5.75
DR5133	COLL66	PL6039	9/22/2018	10000	24	2.00
DR5134	COLL67	PL6040	1/29/2019	20000	36	3.00
DR5135	COLL68	PL6041	3/14/2019	40000	37	3.08
DR5136	COLL69	PL6042	6/14/2019	60000	51	4.25
DR5137	COLL70	PL6043	1/31/2017	100000	25	2.08
DR5138	COLL71	PL6044	12/25/2018	10000	58	4.83
DR5139	COLL72	PL6045	10/15/2020	50000	25	2.08
DR5140	COLL74	PL6046	2/10/2017	80000	75	6.25
DR5142	COLL76	PL6047	7/24/2017	10500	67	5.58
DR5143	COLL77	PL6048	8/12/2018	25000	65	5.42
DR5144	COLL78	PL6049	4/18/2017	100000	88	7.33
DR5145	COLL79	PL6051	8/11/2018	70000	42	3.50
DR5146	COLL80	PL6052	8/19/2017	40000	64	5.33
DR5147	COLL81	PL6053	7/10/2020	25000	62	5.17
DR5148	COLL82	PL6054	6/17/2017	20000	35	2.92
DR5150	COLL83	PL6055	12/5/2017	90000	41	3.42
DR5151	COLL84	PL6056	4/11/2017	30000	22	1.83
DR5152	COLL85	PL6057	5/23/2020	20000	25	2.08
DR5153	COLL86	PL6058	11/1/2019	45000	60	5.00
DR5154	COLL87	PL6059	5/26/2018	60000	50	4.17
DR5155	COLL88	PL6060	4/6/2019	100000	64	5.33
DR5157	COLL89	PL6061	10/20/2020	20000	89	7.42
DR5158	COLL90	PL6062	2/17/2018	60000	30	2.50
DR5159	COLL91	PL6063	5/25/2017	60000	78	6.50
DR5160	COLL92	PL6064	3/12/2017	20000	55	4.58
DR5161	COLL93	PL6065	8/3/2020	10000	66	5.50
DR5162	COLL94	PL6067	12/6/2019	35000	33	2.75
DR5163	COLL96	PL6068	12/18/2018	70000	73	6.08
DR5164	COLL97	PL6070	11/17/2020	30000	67	5.58
DR5165	COLL98	PL6071	2/10/2020	35000	61	5.08
DR5166	COLL100	PL6072	12/26/2019	100000	76	6.33
DR5167	COLL102	PL6073	6/22/2018	100000	24	2.00
DR5168	COLL104	PL6074	10/25/2018	90000	74	6.17
DR5169	COLL106	PL6075	3/20/2018	45000	22	1.83
DR5170	COLL107	PL6076	9/20/2017	40000	35	2.92
DR5171	COLL109	PL6077	9/23/2017	50000	53	4.42
DR5172	COLL110	PL6078	4/26/2019	30000	21	1.75
DR5173	COLL111	PL6080	9/11/2020	40000	42	3.50
DR5174	COLL112	PL6083	4/2/2019	10000	56	4.67
DR5175	COLL113	PL6084	6/14/2019	35000	45	3.75
DR5176	COLL114	PL6085	12/17/2020	20000	36	3.00
DR5177	COLL115	PL6086	9/26/2017	45000	52	4.33
DR5178	COLL117	PL6089	3/5/2020	100000	63	5.25
DR5179	COLL118	PL6092	11/3/2018	70000	46	3.83
DR5180	COLL119	PL6093	7/15/2018	100000	84	7.00
DR5181	COLL120	PL6095	7/16/2017	60000	21	1.75
DR5182	COLL121	PL6097	2/18/2020	60000	68	5.67
DR5183	COLL122	PL6098	10/3/2018	70000	24	2.00
DR5184	COLL124	PL6099	6/17/2020	50000	74	6.17
DR5185	COLL125	PL6100	8/2/2020	20000	71	5.92
DR5186	COLL126	PL6101	1/11/2018	30000	20	1.67
DR5187	COLL127	PL6102	1/28/2018	100000	61	5.08
DR5188	COLL128	PL6103	6/7/2018	40000	84	7.00
DR5189	COLL129	PL6105	2/9/2019	45000	88	7.33
DR5190	COLL130	PL6106	1/31/2020	60000	64	5.33
DR5191	COLL131	PL6107	12/19/2018	40000	86	7.17
DR5192	COLL132	PL6108	2/11/2019	70000	59	4.92
DR5193	COLL133	PL6109	10/7/2017	70000	31	2.58
DR5194	COLL135	PL6110	10/18/2018	10000	80	6.67
DR5195	COLL136	PL6112	4/16/2019	30000	83	6.92
DR5196	COLL137	PL6113	12/20/2018	80000	29	2.42
DR5197	COLL138	PL6114	8/5/2018	10500	76	6.33
DR5198	COLL139	PL6115	5/29/2018	30000	51	4.25
DR5199	COLL141	PL6116	8/31/2018	25000	56	4.67
DR5200	COLL142	PL6117	8/29/2018	90000	52	4.33
DR5201	COLL143	PL6119	6/16/2020	90000	48	4.00
DR5202	COLL145	PL6120	8/23/2018	70000	22	1.83
DR5203	COLL146	PL6122	4/13/2017	80000	59	4.92
DR5204	COLL147	PL6123	4/20/2020	10500	63	5.25
DR5205	COLL148	PL6124	12/27/2019	80000	49	4.08
DR5206	COLL149	PL6125	9/2/2020	60000	20	1.67
DR5208	COLL150	PL6126	6/9/2019	30000	63	5.25
DR5209	COLL151	PL6127	12/24/2017	60000	83	6.92
DR5210	COLL152	PL6129	2/2/2020	60000	70	5.83
DR5212	COLL153	PL6131	3/7/2020	60000	72	6.00
DR5214	COLL154	PL6132	6/25/2020	20000	27	2.25
DR5215	COLL155	PL6134	2/20/2019	70000	81	6.75
DR5216	COLL156	PL6135	4/22/2017	45000	25	2.08
DR5217	COLL157	PL6136	7/2/2017	90000	43	3.58
DR5218	COLL158	PL6137	12/21/2019	90000	26	2.17
DR5219	COLL159	PL6139	10/25/2019	80000	78	6.50
DR5220	COLL160	PL6140	2/28/2020	40000	26	2.17
DR5221	COLL161	PL6141	1/13/2019	25000	79	6.58
DR5222	COLL163	PL6142	4/23/2017	45000	20	1.67
DR5223	COLL164	PL6143	7/31/2020	70000	25	2.08
DR5224	COLL165	PL6144	4/5/2018	80000	71	5.92
DR5226	COLL166	PL6145	6/29/2020	40000	68	5.67
DR5227	COLL167	PL6148	3/10/2018	60000	36	3.00
DR5228	COLL168	PL6150	1/2/2019	70000	56	4.67
DR5229	COLL169	PL6151	9/5/2020	70000	54	4.50
DR5230	COLL170	PL6152	12/20/2017	20000	69	5.75
DR5231	COLL171	PL6153	1/3/2020	25000	59	4.92
DR5232	COLL172	PL6154	10/17/2020	80000	62	5.17
DR5233	COLL173	PL6155	7/19/2018	30000	34	2.83
DR5234	COLL174	PL6156	11/10/2019	40000	28	2.33
DR5235	COLL175	PL6157	3/19/2021	100000	29	2.42
DR5238	COLL176	PL6158	2/14/2021	35000	74	6.17
DR5239	COLL177	PL6159	2/15/2018	45000	86	7.17
DR5241	COLL178	PL6160	12/19/2019	20000	82	6.83
DR5242	COLL180	PL6161	1/11/2020	50000	24	2.00
DR5243	COLL181	PL6162	2/15/2019	50000	79	6.58
DR5245	COLL182	PL6164	6/24/2020	70000	55	4.58
DR5248	COLL183	PL6165	3/9/2017	25000	81	6.75
DR5249	COLL184	PL6166	2/27/2018	20000	65	5.42
DR5250	COLL185	PL6167	11/30/2020	60000	64	5.33
DR5252	COLL186	PL6168	8/27/2019	25000	44	3.67
DR5253	COLL187	PL6171	11/8/2018	10500	78	6.50
DR5254	COLL188	PL6172	8/9/2019	40000	48	4.00
DR5255	COLL189	PL6173	3/7/2020	100000	24	2.00
DR5256	COLL190	PL6174	11/12/2017	10000	30	2.50
DR5257	COLL191	PL6175	4/22/2019	10000	84	7.00
DR5258	COLL192	PL6176	7/17/2018	50000	77	6.42
DR5259	COLL193	PL6178	3/11/2019	20000	88	7.33
DR5261	COLL194	PL6179	12/6/2018	20000	71	5.92
DR5263	COLL195	PL6180	8/11/2017	70000	40	3.33
DR5264	COLL196	PL6181	8/17/2020	70000	53	4.42
DR5265	COLL197	PL6182	1/5/2017	50000	86	7.17
DR5267	COLL198	PL6183	2/12/2021	40000	72	6.00
DR5269	COLL199	PL6184	6/24/2019	30000	41	3.42
DR5272	COLL200	PL6185	4/14/2020	90000	57	4.75
DR5274	COLL201	PL6186	5/11/2017	50000	85	7.08
DR5275	COLL202	PL6187	4/1/2019	10000	48	4.00
DR5276	COLL203	PL6189	12/11/2017	30000	54	4.50
DR5277	COLL204	PL6190	7/29/2018	25000	60	5.00
DR5278	COLL205	PL6191	8/25/2019	10000	25	2.08
DR5279	COLL207	PL6193	2/19/2021	10500	83	6.92
DR5280	COLL209	PL6194	1/5/2021	40000	43	3.58
DR5282	COLL210	PL6196	5/4/2019	30000	74	6.17
DR5283	COLL211	PL6197	9/25/2019	60000	50	4.17
DR5284	COLL212	PL6198	7/16/2019	35000	43	3.58
DR5285	COLL213	PL6199	10/6/2018	20000	28	2.33
DR5286	COLL214	PL6200	1/21/2017	60000	22	1.83
DR5287	COLL215	PL6201	1/3/2018	60000	37	3.08
DR5288	COLL216	PL6202	4/10/2017	60000	43	3.58
DR5289	COLL217	PL6203	12/5/2017	90000	24	2.00
DR5290	COLL219	PL6204	2/13/2017	25000	69	5.75
DR5291	COLL220	PL6206	3/11/2019	80000	33	2.75
DR5292	COLL221	PL6207	9/1/2020	45000	87	7.25
DR5294	COLL223	PL6208	3/14/2019	90000	84	7.00
DR5295	COLL225	PL6209	1/14/2020	60000	66	5.50
DR5297	COLL226	PL6210	2/26/2017	35000	53	4.42
DR5298	COLL227	PL6211	1/3/2018	10000	64	5.33
DR5300	COLL228	PL6212	11/20/2020	100000	45	3.75
DR5301	COLL229	PL6213	1/7/2019	40000	71	5.92
DR5303	COLL231	PL6214	11/2/2019	90000	39	3.25
DR5304	COLL232	PL6215	1/6/2021	30000	37	3.08
DR5305	COLL234	PL6216	4/24/2020	45000	88	7.33
DR5306	COLL235	PL6217	2/3/2020	30000	49	4.08
DR5307	COLL236	PL6219	3/20/2019	90000	76	6.33
DR5308	COLL237	PL6220	1/4/2017	70000	21	1.75
DR5309	COLL238	PL6221	4/28/2018	60000	69	5.75
DR5312	COLL239	PL6222	6/12/2018	30000	60	5.00
DR5313	COLL240	PL6223	11/30/2019	40000	50	4.17
DR5314	COLL241	PL6224	12/12/2017	25000	31	2.58
DR5315	COLL242	PL6225	12/29/2020	90000	86	7.17
DR5317	COLL243	PL6226	11/24/2018	25000	86	7.17
DR5319	COLL244	PL6227	11/13/2020	50000	67	5.58
DR5320	COLL245	PL6228	9/23/2019	60000	89	7.42
DR5321	COLL246	PL6229	2/13/2021	100000	41	3.42
DR5323	COLL247	PL6230	2/10/2017	80000	25	2.08
DR5324	COLL248	PL6232	7/3/2019	10000	33	2.75
DR5326	COLL249	PL6235	7/27/2017	100000	82	6.83
DR5327	COLL250	PL6236	11/5/2018	10000	49	4.08
DR5328	COLL251	PL6237	8/27/2017	40000	71	5.92
DR5329	COLL252	PL6238	1/26/2017	30000	90	7.50
DR5330	COLL253	PL6241	11/6/2019	10500	74	6.17
DR5331	COLL254	PL6242	6/19/2017	10000	87	7.25
DR5332	COLL255	PL6244	10/29/2018	30000	72	6.00
DR5333	COLL256	PL6245	1/19/2018	10500	41	3.42
DR5334	COLL257	PL6246	8/19/2018	30000	45	3.75
DR5336	COLL259	PL6247	9/6/2019	70000	28	2.33
DR5339	COLL261	PL6248	6/24/2019	30000	29	2.42
DR5340	COLL263	PL6250	11/21/2020	45000	47	3.92
DR5341	COLL264	PL6251	12/19/2019	90000	76	6.33
DR5342	COLL265	PL6252	12/18/2019	40000	58	4.83
DR5343	COLL266	PL6253	7/16/2018	10000	55	4.58
DR5344	COLL268	PL6254	9/2/2018	45000	24	2.00
DR5345	COLL269	PL6256	3/18/2021	50000	69	5.75
DR5346	COLL271	PL6257	6/20/2017	50000	23	1.92
DR5347	COLL272	PL6259	10/3/2017	40000	64	5.33
DR5348	COLL273	PL6260	2/2/2021	35000	48	4.00
DR5349	COLL274	PL6261	4/2/2018	45000	70	5.83
DR5350	COLL275	PL6262	11/8/2018	50000	74	6.17
DR5351	COLL276	PL6263	6/25/2017	80000	85	7.08
DR5352	COLL277	PL6265	11/16/2020	45000	59	4.92
DR5353	COLL278	PL6268	7/15/2018	60000	77	6.42
DR5354	COLL279	PL6269	9/21/2018	45000	59	4.92
DR5356	COLL280	PL6270	11/22/2019	70000	26	2.17
DR5357	COLL281	PL6271	3/30/2021	90000	65	5.42
DR5358	COLL282	PL6272	1/15/2020	80000	38	3.17
DR5359	COLL284	PL6273	12/26/2017	10000	60	5.00
DR5360	COLL286	PL6274	7/16/2017	35000	72	6.00
DR5361	COLL287	PL6276	6/18/2020	90000	60	5.00
DR5362	COLL288	PL6277	2/14/2019	40000	53	4.42
DR5363	COLL289	PL6278	10/10/2019	10000	47	3.92
DR5364	COLL290	PL6279	11/4/2019	10500	53	4.42
DR5365	COLL291	PL6280	12/22/2019	25000	74	6.17
DR5366	COLL292	PL6281	8/13/2017	10000	27	2.25
DR5367	COLL293	PL6282	2/18/2020	25000	73	6.08
DR5368	COLL294	PL6285	9/28/2018	70000	72	6.00
DR5369	COLL295	PL6286	7/7/2017	70000	21	1.75
DR5370	COLL296	PL6288	8/9/2019	25000	75	6.25
DR5372	COLL297	PL6289	3/4/2017	100000	37	3.08
DR5373	COLL298	PL6290	4/4/2018	80000	22	1.83
DR5374	COLL300	PL6293	11/8/2018	40000	83	6.92
DR5375	COLL302	PL6294	1/14/2017	35000	51	4.25
DR5376	COLL303	PL6295	4/24/2019	45000	20	1.67
DR5377	COLL306	PL6297	1/1/2018	10000	66	5.50
DR5378	COLL307	PL6298	3/6/2019	10000	27	2.25
DR5379	COLL308	PL6299	6/14/2019	25000	25	2.08
DR5380	COLL309	PL6300	4/3/2017	90000	50	4.17
DR5381	COLL310	PL6302	7/10/2018	70000	83	6.92
DR5382	COLL311	PL6303	8/29/2017	20000	55	4.58
DR5384	COLL313	PL6304	2/22/2018	100000	49	4.08
DR5385	COLL315	PL6305	10/24/2018	45000	44	3.67
DR5386	COLL316	PL6306	9/11/2017	50000	88	7.33
DR5387	COLL317	PL6307	7/6/2018	35000	80	6.67
DR5388	COLL318	PL6308	8/24/2018	60000	20	1.67
DR5390	COLL319	PL6309	6/6/2018	30000	83	6.92
DR5391	COLL320	PL6312	2/9/2019	20000	48	4.00
DR5392	COLL321	PL6313	4/17/2018	90000	38	3.17
DR5393	COLL322	PL6315	2/22/2019	90000	50	4.17
DR5394	COLL323	PL6316	6/12/2018	40000	46	3.83
